	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filter
221	"RT @AlbertoBagnai: Sarei curioso di vedere se sa dimostrarlo. Perché questo si dimostra. ""Non ti vaccini, ti ammali, muori"" invece non si dimostra (e spesso è accaduto il contrario, in varie dimensioni)."	1.0	1.0	2023-09-29 16:18	  sarei curioso di vedere se sa dimostrarlo perché questo si dimostra non ti vaccini ti ammali muori invece non si dimostra e spesso è accaduto il contrario in varie dimensioni	vaccini	  sarei curioso di vedere se sa dimostrarlo perché questo si dimostra non ti  ti ammali muori invece non si dimostra e spesso è accaduto il contrario in varie dimensioni	curioso vedere sa dimostrarlo dimostra ammali muori invece dimostra spesso accaduto contrario varie dimensioni
222	"RT @AlbertoContri: La denuncia dell'oncologo prof. Dalgleish:  ""Sospendere i vaccini m-RNA"". https://t.co/wa95EFtzWI"	1.0	0.0	2023-10-09 12:17	  la denuncia delloncologo prof dalgleish  sospendere i vaccini mrna 	vaccini	  la denuncia delloncologo prof dalgleish  sospendere i  mrna 	denuncia delloncologo prof dalgleish sospendere mrna
223	RT @AlbertoContri: Ma guarda! Ma senti! Negli ultimi tre anni cosa hanno cavalcato se non paure ?  Con bollettini quotidiani di contagi, mascherine e lockdown? Se non ti vaccini muori e fai morire?  https://t.co/z8jWnqAiFt	1.0	0.0	2023-09-16 5:46	  ma guarda ma senti negli ultimi tre anni cosa hanno cavalcato se non paure   con bollettini quotidiani di contagi mascherine e lockdown se non ti vaccini muori e fai morire  	vaccini	  ma guarda ma senti negli ultimi tre anni cosa hanno cavalcato se non paure   con bollettini quotidiani di contagi mascherine e lockdown se non ti  muori e fai morire  	guarda senti ultimi tre anni cosa cavalcato paure bollettini quotidiani contagi mascherine lockdown muori morire
225	RT @AlbertoContri: Naturalmente nel coccodrillo de @La7tv non si fa cenno ai suoi ultimi dubbi sui vaccini...@MentanaEnrico @flaviafratello . Campioni di omissioni...interessate.	1.0	1.0	2023-09-30 5:22	  naturalmente nel coccodrillo de  non si fa cenno ai suoi ultimi dubbi sui vaccini   campioni di omissioniinteressate	vaccini	  naturalmente nel coccodrillo de  non si fa cenno ai suoi ultimi dubbi sui    campioni di omissioniinteressate	naturalmente coccodrillo de fa cenno ultimi dubbi campioni omissioniinteressate
226	"RT @AlbertoContri: Per esempio: ""Se non ti vaccini muori e fai morire"".NON È VERO. Ma quanti ci credono ancora? https://t.co/Rkoy1b8VDd"	1.0	0.0	2023-09-30 15:24	  per esempio se non ti vaccini muori e fai morirenon è vero ma quanti ci credono ancora 	vaccini	  per esempio se non ti  muori e fai morirenon è vero ma quanti ci credono ancora 	esempio muori morirenon vero credono ancora
227	"RT @AlbertoLetizia2: Assegnato il Nobel per la medicina a Katalin Karikó e a Drew Weissman che hanno messo a punto il metodo dell'Rna usato per i vaccini contro il Covid. ""Grazie a loro milioni di vite sono state salvate e il mondo è tornato a riaprirsi"" è la motivazione del meritato premio. #Nobel"	1.0	0.0	2023-10-02 18:13	  assegnato il nobel per la medicina a katalin karikó e a drew weissman che hanno messo a punto il metodo dellrna usato per i vaccini contro il covid  grazie a loro milioni di vite sono state salvate e il mondo è tornato a riaprirsi è la motivazione del meritato premio nobel	vaccini	  assegnato il nobel per la medicina a katalin karikó e a drew weissman che hanno messo a punto il metodo dellrna usato per i  contro il covid  grazie a loro milioni di vite sono state salvate e il mondo è tornato a riaprirsi è la motivazione del meritato premio nobel	assegnato nobel medicina katalin karikó drew weissman messo punto metodo dellrna usato covid grazie milioni vite state salvate mondo tornato riaprirsi motivazione meritato premio nobel
231	RT @AlexBazzaro: Certo che Djokovic anche se malato parrebbe abbastanza in forma.È sì, è malato. Me lo ha detto il Presidente del Consiglio migliore che se non ti vaccini ti ammali. Perciò è vero.	1.0	0.0	2023-09-11 7:11	  ceo che djokovic anche se malato parrebbe abbastanza in formaè sì è malato me lo ha detto il presidente del consiglio migliore che se non ti vaccini ti ammali perciò è vero	vaccini	  ceo che djokovic anche se malato parrebbe abbastanza in formaè sì è malato me lo ha detto il presidente del consiglio migliore che se non ti  ti ammali perciò è vero	ceo djokovic malato parrebbe abbastanza formaè sì malato me detto presidente consiglio migliore ammali perciò vero
232	RT @amodeomatrix: Il sistema di corruzione legalizzata per chi approva farmaci e vaccini nell'interesse delle aziende farmaceutiche. Ecco spiegata prassi e nomi. https://t.co/TzfrztLzYt	1.0	0.0	2023-09-20 19:05	  il sistema di corruzione legalizzata per chi approva farmaci e vaccini nellinteresse delle aziende farmaceutiche ecco spiegata prassi e nomi 	vaccini	  il sistema di corruzione legalizzata per chi approva farmaci e  nellinteresse delle aziende farmaceutiche ecco spiegata prassi e nomi 	sistema corruzione legalizzata approva farmaci nellinteresse aziende farmaceutiche ecco spiegata prassi nomi
234	"RT @an_paci: Deborah Conrad, medico è stata licenziata per aver segnalato gli eventi avversi da vaccino.The Epoch Times racconta il suo impegno nel denunciare sin da subito.""Dopo l'uscita dei vaccini, c'è stata un'impennata di sintomi insoliti, alcuni dei quali non avevo mai visto in 20 https://t.co/6DbOaekBox"	1.0	1.0	2023-09-09 11:12	  deborah conrad medico è stata licenziata per aver segnalato gli eventi avversi da vaccinothe epoch times racconta il suo impegno nel denunciare sin da subitodopo luscita dei vaccini cè stata unimpennata di sintomi insoliti alcuni dei quali non avevo mai visto in  	vaccini	  deborah conrad medico è stata licenziata per aver segnalato gli eventi avversi da vaccinothe epoch times racconta il suo impegno nel denunciare sin da subitodopo luscita dei  cè stata unimpennata di sintomi insoliti alcuni dei quali non avevo mai visto in  	deborah conrad medico stata licenziata aver segnalato eventi avversi vaccinothe epoch times racconta impegno denunciare sin subitodopo luscita cè stata unimpennata sintomi insoliti alcuni quali mai visto
243	RT @an_paci: Vi vogliamo in galera!!!!A causa delle morti improvvise anche tra i giovani EMA e Commissione Europea ora AMMETTONO che:i vaccini  Covid-19 Comirnaty di Pfizer/BioNTech e Spikevax di Moderna  causano miocarditi e pericarditi, provocano morti e altri gravissimi danni https://t.co/s1MrDDTeuM	1.0	1.0	2023-09-24 14:36	  vi vogliamo in galeraa causa delle moi improvvise anche tra i giovani ema e commissione europea ora ammettono chei vaccini  covid  comirnaty di pfizerbiontech e spikevax di moderna  causano miocarditi e pericarditi provocano moi e altri gravissimi danni 	vaccini	  vi vogliamo in galeraa causa delle moi improvvise anche tra i giovani ema e commissione europea ora ammettono chei   covid  comirnaty di pfizerbiontech e spikevax di moderna  causano miocarditi e pericarditi provocano moi e altri gravissimi danni 	vogliamo galeraa causa moi improvvise giovani ema commissione europea ora ammettono chei covid comirnaty pfizerbiontech spikevax moderna causano miocarditi pericarditi provocano moi altri gravissimi danni
245	RT @anna30048679: @GiorgiaMeloni Invece de sta a pensà ai morti, pensate ai vivi chessò gli alluvionati oppure i terremotati oppure i malati per colpa dei vaccini.Che poi per questo t'avevo votata.Basta tamponi, mascherine, vaccini, pass e fatti stranieri.Basta https://t.co/5FJK7DDzi8	1.0	1.0	2023-10-09 11:25	   invece de sta a pensà ai moi pensate ai vivi chessò gli alluvionati oppure i terremotati oppure i malati per colpa dei vacciniche poi per questo tavevo votatabasta tamponi mascherine vaccini pass e fatti stranieribasta 	vaccini	   invece de sta a pensà ai moi pensate ai vivi chessò gli alluvionati oppure i terremotati oppure i malati per colpa dei che poi per questo tavevo votatabasta tamponi mascherine  pass e fatti stranieribasta 	invece de pensà moi pensate vivi chessò alluvionati oppure terremotati oppure malati colpa poi tavevo votatabasta tamponi mascherine pass fatti stranieribasta
246	RT @anna30048679: @GiulioMarini2 @Palazzo_Chigi @Aifa_ufficiale @MinisteroSalute @MinZdravje Chi ha deciso di usare i vaccini pfizer nonostante il curriculum? https://t.co/40IiNHec9F	1.0	0.0	2023-09-03 19:20	       chi ha deciso di usare i vaccini pfizer nonostante il curriculum 	vaccini	       chi ha deciso di usare i  pfizer nonostante il curriculum 	deciso usare pfizer nonostante curriculum
249	RT @Anna302478978: Commerciante uccisa da un malore mentre è in vacanza con il maritoLa conosciutissima commerciante, 65 anni, stava trascorrendo le ferie a Selva Val Gardena insieme al maritoMORTE NATURALE OPPURE CON AIUTINO ?SOLO I VACCINI NON MUOIONO MAI AUTUNNO È TEMPO DI VACCINI ??	1.0	1.0	2023-09-09 5:06	  commerciante uccisa da un malore mentre è in vacanza con il maritola conosciutissima commerciante  anni stava trascorrendo le ferie a selva val gardena insieme al maritomoe naturale oppure con aiutino solo i vaccini non muoiono mai autunno è tempo di vaccini 	vaccini	  commerciante uccisa da un malore mentre è in vacanza con il maritola conosciutissima commerciante  anni stava trascorrendo le ferie a selva val gardena insieme al maritomoe naturale oppure con aiutino solo i  non muoiono mai autunno è tempo di  	commerciante uccisa malore mentre vacanza maritola conosciutissima commerciante anni trascorrendo ferie selva val gardena insieme maritomoe naturale oppure aiutino solo muoiono mai autunno tempo
250	RT @Anna302478978: Una magnanima concessione; non ti costringo a cambiare l'auto ma ti impongo un tot massimo di km che puoi percorrere.MA CHI SI CREDONO DI ESSERE ?Zaia si occupi di morti x vaccini sperimentali che lei stesso ha promosso ?? https://t.co/k0Hj1gREif	1.0	1.0	2023-09-08 18:18	  una magnanima concessione non ti costringo a cambiare lauto ma ti impongo un tot massimo di km che puoi percorrerema chi si credono di essere zaia si occupi di moi x vaccini sperimentali che lei stesso ha promosso  	vaccini	  una magnanima concessione non ti costringo a cambiare lauto ma ti impongo un tot massimo di km che puoi percorrerema chi si credono di essere zaia si occupi di moi x  sperimentali che lei stesso ha promosso  	magnanima concessione costringo cambiare lauto impongo tot massimo km puoi percorrerema credono essere zaia occupi moi x sperimentali stesso promosso
253	"RT @ANNACippiu: Dr. Peter McCullough al Parlamento Europeo: ""Ritirare subito tutti i vaccini mRNA dal mercato"" https://t.co/s9ZiVO1MOp"	1.0	0.0	2023-09-26 20:53	  dr peter mccullough al parlamento europeo ritirare subito tutti i vaccini mrna dal mercato 	vaccini	  dr peter mccullough al parlamento europeo ritirare subito tutti i  mrna dal mercato 	dr peter mccullough parlamento europeo ritirare subito mrna mercato
255	"RT @ANNACippiu: TRUMP: ""Non darò un centesimo a nessuna scuola che abbia un mandato per i vaccini o un mandato per le mascherine"".@insiderpaper https://t.co/0okrvsGN4j"	1.0	0.0	2023-09-18 7:57	  trump non darò un centesimo a nessuna scuola che abbia un mandato per i vaccini o un mandato per le mascherine 	vaccini	  trump non darò un centesimo a nessuna scuola che abbia un mandato per i  o un mandato per le mascherine 	trump darò centesimo nessuna scuola mandato mandato mascherine
257	"RT @AnonymaticaSRL: @Corriere Preparate il terreno per i""vaccini""""aggiornati""e""sperimentati""su dieci topi?"	1.0	0.0	2023-09-20 9:54	   preparate il terreno per ivacciniaggiornatiesperimentatisu dieci topi	vaccini	   preparate il terreno per iaggiornatiesperimentatisu dieci topi	preparate terreno iaggiornatiesperimentatisu dieci topi
258	RT @ansia_tw: @Corriere Sono gli stessi che dicono che mascherine e vaccini funzionano?	1.0	0.0	2023-09-30 19:40	   sono gli stessi che dicono che mascherine e vaccini funzionano	vaccini	   sono gli stessi che dicono che mascherine e  funzionano	dicono mascherine funzionano
260	RT @AntonioBorrini: Non ti vaccini, non ti ammali, non muori e conquisti il tuo 24° Slam scrivendo un'altra pagina di questo sport.Eterno.#USOpen #Djokovic https://t.co/aQvqQI7qTt	1.0	1.0	2023-09-13 15:21	  non ti vaccini non ti ammali non muori e conquisti il tuo  slam scrivendo unaltra pagina di questo spoeternousopen djokovic 	vaccini	  non ti  non ti ammali non muori e conquisti il tuo  slam scrivendo unaltra pagina di questo spoeternousopen djokovic 	ammali muori conquisti slam scrivendo unaltra pagina spoeternousopen djokovic
263	RT @AntonioNbo15: @fdragoni Io invece ho saputo dal fratello del cugino di un amico che ad uno improvvisamente gli sono uscite le emorroidi. Era anche lui vaccinato e sembra che la causa scatenante siano stati appunto i vaccini.Maledetti, maledetti.	1.0	1.0	2023-09-29 19:02	   io invece ho saputo dal fratello del cugino di un amico che ad uno improvvisamente gli sono uscite le emorroidi era anche lui vaccinato e sembra che la causa scatenante siano stati appunto i vaccinimaledetti maledetti	vaccini	   io invece ho saputo dal fratello del cugino di un amico che ad uno improvvisamente gli sono uscite le emorroidi era anche lui vaccinato e sembra che la causa scatenante siano stati appunto i maledetti maledetti	invece saputo fratello cugino amico improvvisamente uscite emorroidi vaccinato sembra causa scatenante stati appunto maledetti maledetti
264	"RT @Ardito98731919: ""EFFETTI AVVERSI"" DEI VACCINI ANTI COVID / UNA 'STORICA' SENTENZA DEL TAR LAZIO https://t.co/3fDK7WdG9a"	1.0	1.0	2023-09-12 8:47	  effetti avversi dei vaccini anti covid  una storica sentenza del tar lazio 	vaccini	  effetti avversi dei  anti covid  una storica sentenza del tar lazio 	effetti avversi anti covid storica sentenza tar lazio
265	"RT @Ardito98731919: Giudice di Pace di Santa Maria Capua Vetere: ""i vaccini Covid-19 non potevano essere imposti ai cittadini"" https://t.co/GNFkLLKuar"	1.0	0.0	2023-09-06 17:06	  giudice di pace di santa maria capua vetere i vaccini covid  non potevano essere imposti ai cittadini 	vaccini	  giudice di pace di santa maria capua vetere i  covid  non potevano essere imposti ai cittadini 	giudice pace santa maria capua vetere covid potevano essere imposti cittadini
270	"RT @Ardito98731919: Intervento del Prof Frajese al parlamento europeo ""Riproduzione umana e vaccini a mRNA: studi mancanti"". Assolutamente da vedere fino alla fine e condividere!  https://t.co/v3mPjvdwbg"	1.0	1.0	2023-08-29 13:04	  intervento del prof frajese al parlamento europeo riproduzione umana e vaccini a mrna studi mancanti assolutamente da vedere fino alla fine e condividere  	vaccini	  intervento del prof frajese al parlamento europeo riproduzione umana e  a mrna studi mancanti assolutamente da vedere fino alla fine e condividere  	intervento prof frajese parlamento europeo riproduzione umana mrna studi mancanti assolutamente vedere fino fine condividere
