	Text	Vaccine content	Vaccine safety	text_clean	Filter	text_without_stopwords	text_wo_filter_word
86	Cdc advisory group meets tomorrow/could see shots as early as end of week but more likely next week FDA okays new coronavirus vaccine as respiratory illness season nears https://t.co/tqkAuPy5ZI	1	0	cdc advisory group meets tomorrowcould see shots as early as end of week but more likely next week fda okays new coronavirus vaccine as respiratory illness season nears 	vaccine	cdc advisory group meets tomorrowcould see shots early end week likely next week fda okays new coronavirus vaccine respiratory illness season nears	cdc advisory group meets tomorrowcould see shots as early as end of week but more likely next week fda okays new coronavirus  as respiratory illness season nears 
87	CDC, FDA gearing up for fall vaccine campaign with US in 'strongest position yet' https://t.co/MHhV3walxW	1	0	cdc fda gearing up for fall vaccine campaign with us in strongest position yet 	vaccine	cdc fda gearing fall vaccine campaign us strongest position yet	cdc fda gearing up for fall  campaign with us in strongest position yet 
88	Check out this story from USA TODAY: Who should get the updated COVID-19 vaccine? Everyone, FDA panel says. Studies suggest the new vaccines will work against current variants. The oldest, youngest and people with weakened immune systems will benefit most.https://t.co/c4IejVxk2Y	1	0	check out this story from usa today who should get the updated covid  vaccine  everyone fda panel says studies suggest the new vaccine  will work against current variants the oldest youngest and people with weakened immune systems will benefit most	vaccine	check story usa today get updated covid vaccine everyone fda panel says studies suggest new vaccine work current variants oldest youngest people weakened immune systems benefit	check out this story from usa today who should get the updated covid    everyone fda panel says studies suggest the new   will work against current variants the oldest youngest and people with weakened immune systems will benefit most
89	"COVID-19 cases are creeping back up in Chicago. The city is seeing a rise in lab-confirmed cases and emergency room visits. A new vaccine is expected to be ready for the fall season. ""I think it's important to remember that COVID's not gone. It's here.""https://t.co/OWGdtGl3jz"	1	0	covid  cases are creeping back up in chicago the city is seeing a rise in labconfirmed cases and emergency room visits a new vaccine is expected to be ready for the fall season i think its impoant to remember that covid s not gone its here	vaccine	covid cases creeping back chicago city seeing rise labconfirmed cases emergency room visits new vaccine expected ready fall season think impoant remember covid gone	covid  cases are creeping back up in chicago the city is seeing a rise in labconfirmed cases and emergency room visits a new  is expected to be ready for the fall season i think its impoant to remember that covid s not gone its here
90	"Data provides proof of the mRNA disaster! A ""buried England"" mRNA data avalanche has been exposed which means we can now compare the percentage of all-cause death by vaccination status with the percentage of Vaccine Uptake.https://t.co/bUGfRGXX8P"	1	0	data provides proof of the mrna disaster a buried england mrna data avalanche has been exposed which means we can now compare the percentage of allcause death by vaccination status with the percentage of vaccine uptake	vaccine	data provides proof mrna disaster buried england mrna data avalanche exposed means compare percentage allcause death vaccination status percentage vaccine uptake	data provides proof of the mrna disaster a buried england mrna data avalanche has been exposed which means we can now compare the percentage of allcause death by vaccination status with the percentage of  uptake
91	Did you recently receive a text message or email from SNHD? One dose is a great start, but two doses offer better protection against mpox. Get maximum protection by getting your second dose as soon as you can. Find a vaccine: https://t.co/Zzi71WZhre https://t.co/lHd2HRQTXE	1	0	did you recently receive a text message or email from snhd one dose is a great sta but two doses offer better protection against mpox get maximum protection by getting your second dose as soon as you can find a vaccine  	vaccine	recently receive text message email snhd one dose great sta two doses offer better protection mpox get maximum protection getting second dose soon find vaccine	did you recently receive a text message or email from snhd one dose is a great sta but two doses offer better protection against mpox get maximum protection by getting your second dose as soon as you can find a   
92	Discovery  pushing the vaccine ads. Their plan is working. Who will be their sheep? https://t.co/xiZ6b2LSbA	1	0	discovery  pushing the vaccine ads their plan is working who will be their sheep 	vaccine	discovery pushing vaccine ads plan working sheep	discovery  pushing the  ads their plan is working who will be their sheep 
93	Donald Trump Defiantly Declares 'WE WILL NOT COMPLY' in Response to Efforts to Reinstate COVID Lockdowns and Mask and Vaccine Mandates https://t.co/fknmpHrEBO #gatewaypundit via @gatewaypundit	1	0	donald trump defiantly declares we will not comply in response to effos to reinstate covid lockdowns and mask and vaccine mandates  gatewaypundit via 	vaccine	donald trump defiantly declares comply response effos reinstate covid lockdowns mask vaccine mandates gatewaypundit via	donald trump defiantly declares we will not comply in response to effos to reinstate covid lockdowns and mask and  mandates  gatewaypundit via 
94	Entire City Rebels, Outlaws Mask and Vaccine Mandates | Facts Matter https://t.co/qY1UwGcDT4	1	0	entire city rebels outlaws mask and vaccine mandates  facts matter 	vaccine	entire city rebels outlaws mask vaccine mandates facts matter	entire city rebels outlaws mask and  mandates  facts matter 
95	FDA Authorizes Updated COVID Booster Shot The updated vaccine should be available next week. https://t.co/RX3EaGx5rc	1	0	fda authorizes updated covid booster shot the updated vaccine should be available next week 	vaccine	fda authorizes updated covid booster shot updated vaccine available next week	fda authorizes updated covid booster shot the updated  should be available next week 
96	Florida Surgeon General Dr. Joseph Ladapo Warns Americans Not to Take New Covid Vaccine (VIDEO) https://t.co/mGAaKeuvLx #gatewaypundit via @gatewaypundit	1	0	florida surgeon general dr joseph ladapo warns americans not to take new covid vaccine video  gatewaypundit via 	vaccine	florida surgeon general dr joseph ladapo warns americans take new covid vaccine video gatewaypundit via	florida surgeon general dr joseph ladapo warns americans not to take new covid  video  gatewaypundit via 
97	Florida's Governor DeSantis Supports Surgeon General Dr. Ladapo's Caution on New COVID Vaccines; Democrats Predict Dire Consequences.Read This Story ——————— @ https://t.co/VzhqT3lK4QA News Aggregator Website - Major Media#DeSantis #Supports #SurgeonGeneral #Ladapo#Vaccine https://t.co/zwfvrhVRXB	1	0	floridas governor desantis suppos surgeon general dr ladapos caution on new covid vaccine  democrats predict dire consequencesread this story    news aggregator website  major mediadesantis suppos surgeongeneral ladapovaccine 	vaccine	floridas governor desantis suppos surgeon general dr ladapos caution new covid vaccine democrats predict dire consequencesread story news aggregator website major mediadesantis suppos surgeongeneral ladapovaccine	floridas governor desantis suppos surgeon general dr ladapos caution on new covid   democrats predict dire consequencesread this story    news aggregator website  major mediadesantis suppos surgeongeneral ladapo 
98	Gezondheidsautoriteit #CDC  geeft toe dat het 99% van de #COVID doden vervalste om het publiek zodanig bang te maken dat ze het #Vaccine  zouden nemen https://t.co/c7Lf0EwH6s via @DezeweekEu https://t.co/hzw3Ezjg6v	1	0	gezondheidsautoriteit cdc  geeft toe dat het  van de covid doden vervalste om het publiek zodanig bang te maken dat ze het vaccine  zouden nemen  via  	vaccine	gezondheidsautoriteit cdc geeft toe dat het van de covid doden vervalste om het publiek zodanig bang te maken dat ze het vaccine zouden nemen via	gezondheidsautoriteit cdc  geeft toe dat het  van de covid doden vervalste om het publiek zodanig bang te maken dat ze het   zouden nemen  via  
99	Hard to see what it was about that sack that injured @AaronRodgers12 — solid possibility there is either a 5G tower nearby or one of the Buffalo Bills vaccine shedded all over him.	1	0	hard to see what it was about that sack that injured   solid possibility there is either a 5g tower nearby or one of the buffalo bills vaccine shedded all over him	vaccine	hard see sack injured solid possibility either 5g tower nearby one buffalo bills vaccine shedded	hard to see what it was about that sack that injured   solid possibility there is either a 5g tower nearby or one of the buffalo bills  shedded all over him
