	Text	Vaccine content	Vaccine safety	Filter	text_clean	text_wo_filter_word	text_wo_stopwords_or_filter
142	just received this information in texas feel free to sharesent out by becky green, rph sd17 srec committeewoman chair on vaccine mandates. texas medical association is openly opposing sb 177 the texas covid-19 vaccine freedom act (companion bill, hb 81, is already dead) and…	1.0	0	COVID-19	just received this information in texas feel free to sharesent out by becky green rph sd srec committeewoman chair on vaccine mandates texas medical association is openly opposing sb  the texas covid  vaccine freedom act companion bill hb 8 is already dead and	just received this information in texas feel free to sharesent out by becky green rph sd srec committeewoman chair on vaccine mandates texas medical association is openly opposing sb  the texas covid  vaccine freedom act companion bill hb 8 is already dead and	received information texas feel free sharesent becky green rph sd srec committeewoman chair vaccine mandates texas medical association openly opposing sb texas covid vaccine freedom act companion bill hb 8 already dead
143	leadership. https://t.co/1mcan0uc3k biden has gotten the updated covid-19 vaccine and the annual flu shot, the white house says	1.0	0	COVID-19	leadership  biden has gotten the updated covid  vaccine and the annual flu shot the white house says	leadership  biden has gotten the updated covid  vaccine and the annual flu shot the white house says	leadership biden gotten updated covid vaccine annual flu shot white house says
144	leftist harry sisson thanks the covid-19 vaccine after jill biden tests negative for the illness shortly after testing positive https://t.co/3fvnjoiktu	1.0	0	COVID-19	leftist harry sisson thanks the covid  vaccine after jill biden tests negative for the illness sholy after testing positive 	leftist harry sisson thanks the covid  vaccine after jill biden tests negative for the illness sholy after testing positive 	leftist harry sisson thanks covid vaccine jill biden tests negative illness sholy testing positive
145	military should apologize to members kicked out for refusing covid-19 vaccine: gop senate candidate https://t.co/kr06zl1jc4 via @epochtimes	1.0	0	COVID-19	military should apologize to members kicked out for refusing covid  vaccine gop senate candidate  via 	military should apologize to members kicked out for refusing covid  vaccine gop senate candidate  via 	military apologize members kicked refusing covid vaccine gop senate candidate via
146	most americans should get an updated covid-19 vaccine, health officials said tuesday.  https://t.co/6e2qcriexa	1.0	0	COVID-19	most americans should get an updated covid  vaccine  health officials said tuesday  	most americans should get an updated covid  vaccine  health officials said tuesday  	americans get updated covid vaccine health officials said tuesday
147	"most nursing homes have yet to begin administering the coronavirus vaccine to residents. ""the distribution of the new covid-19 vaccine is not going well,"" said one executive of a pharmacists' organization.  https://t.co/6qvkjorctr"	1.0	0	COVID-19	most nursing homes have yet to begin administering the coronavirus vaccine to residents the distribution of the new covid  vaccine is not going well said one executive of a pharmacists organization  	most nursing homes have yet to begin administering the coronavirus vaccine to residents the distribution of the new covid  vaccine is not going well said one executive of a pharmacists organization  	nursing homes yet begin administering coronavirus vaccine residents distribution new covid vaccine going well said one executive pharmacists organization
148	need a moderna covid-19 vaccine? the rock island county health department has a limited supply https://t.co/qdghpqjgdk	1.0	0	COVID-19	need a moderna covid  vaccine  the rock island county health depament has a limited supply 	need a moderna covid  vaccine  the rock island county health depament has a limited supply 	need moderna covid vaccine rock island county health depament limited supply
149	new covid-19 vaccine: public health — seattle &amp; king county q&amp;a https://t.co/soczduiayv	1.0	0	COVID-19	new covid  vaccine public health  seattle  king county qa 	new covid  vaccine public health  seattle  king county qa 	new covid vaccine public health seattle king county qa
150	new discrimination lawsuit brought by a former biotech executive regarding company's covid-19 vaccine policyhttps://t.co/xlu9lixqew	1.0	0	COVID-19	new discrimination lawsuit brought by a former biotech executive regarding companys covid  vaccine policy	new discrimination lawsuit brought by a former biotech executive regarding companys covid  vaccine policy	new discrimination lawsuit brought former biotech executive regarding companys covid vaccine policy
151	new research shows getting a shot of the covid-19 vaccine during pregnancy works to pass on protection against the virus to newborns during their most vulnerable early months of life. https://t.co/gewpue2vhq  #science #health #new #research #shot #covid	1.0	0	COVID-19	new research shows getting a shot of the covid  vaccine during pregnancy works to pass on protection against the virus to newborns during their most vulnerable early months of life   science health new research shot covid	new research shows getting a shot of the covid  vaccine during pregnancy works to pass on protection against the virus to newborns during their most vulnerable early months of life   science health new research shot covid	new research shows getting shot covid vaccine pregnancy works pass protection virus newborns vulnerable early months life science health new research shot covid
152	newest covid-19 vaccine booster available at summit county public health, pharmacies @scphoh  https://t.co/dgscnfiuvl via @beaconjournal	1.0	0	COVID-19	newest covid  vaccine booster available at summit county public health pharmacies    via 	newest covid  vaccine booster available at summit county public health pharmacies    via 	newest covid vaccine booster available summit county public health pharmacies via
153	nobel prize for medicine awards those responsible for covid-19 vaccine technology | world and sciencehttps://t.co/nzethetiiw	1.0	0	COVID-19	nobel prize for medicine awards those responsible for covid  vaccine technology  world and science	nobel prize for medicine awards those responsible for covid  vaccine technology  world and science	nobel prize medicine awards responsible covid vaccine technology world science
154	note the change to our vaccination clinics. covid-19 vaccines are not currently available. when it becomes available, we will offer the updated covid-19 vaccine to only uninsured and underinsured patients. https://t.co/oolciknjcd mpox vaccines remain free to all who qualify. https://t.co/mvvjoi6wzp	1.0	0	COVID-19	note the change to our vaccination clinics covid  vaccine  are not currently available when it becomes available we will offer the updated covid  vaccine to only uninsured and underinsured patients  mpox vaccine  remain free to all who qualify 	note the change to our vaccination clinics covid  vaccine  are not currently available when it becomes available we will offer the updated covid  vaccine to only uninsured and underinsured patients  mpox vaccine  remain free to all who qualify 	note change vaccination clinics covid vaccine currently available becomes available offer updated covid vaccine uninsured underinsured patients mpox vaccine remain free qualify
