	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word
190	@DumboDruey Forse hai pensato che non mi sono vaccinata perché mio padre ha avuto una gravissima reazione avversa a dieci giorni dalla somministrazione seconda dose Pfizer?Mio fratello fatta una perché?Forse troppo difficile da capire...ma davvero credete che siamo milioni di novax...??	1.0	1.0	2023-09-05 14:00	 forse hai pensato che non mi sono vaccinata perché mio padre ha avuto una gravissima reazione avversa a dieci giorni dalla somministrazione seconda dose pfizermio fratello fatta una perchéforse troppo difficile da capirema davvero credete che siamo milioni di novax 	vaccinata	 forse hai pensato che non mi sono  perché mio padre ha avuto una gravissima reazione avversa a dieci giorni dalla somministrazione seconda dose pfizermio fratello fatta una perchéforse troppo difficile da capirema davvero credete che siamo milioni di novax 
192	@sapibinka @borghi_claudio te lo do il parere scentifico: io 59 anni 2 volte convid nn vaccinato, zero long covid. moglie 49 nn vaccinata, covid x1 NO long covid , madre 89 1 covid NON vavcinata NON long convid. va bene ora ? se nn ti va bene vedi di andare a fare in anus e beviti Burioni ok ?	1.0	0.0	2023-09-05 15:58	  te lo do il parere scentifico io  anni  volte convid nn vaccinato zero long covid  moglie  nn vaccinata covid x no long covid  madre 8  covid non vavcinata non long convid va bene ora  se nn ti va bene vedi di andare a fare in anus e beviti burioni ok 	vaccinata	  te lo do il parere scentifico io  anni  volte convid nn vaccinato zero long covid  moglie  nn  covid x no long covid  madre 8  covid non vavcinata non long convid va bene ora  se nn ti va bene vedi di andare a fare in anus e beviti burioni ok 
193	@anticofuturo Ha ragione. Credo che sia stata vaccinata anche la mia cassa audio, l'auto, gli auricolari, il pos, il mouse, la tastiera, la fototrappola. Chissà che effetti sul loro corpo.	1.0	0.0	2023-09-05 16:02	 ha ragione credo che sia stata vaccinata anche la mia cassa audio lauto gli auricolari il pos il mouse la tastiera la fototrappola chissà che effetti sul loro corpo	vaccinata	 ha ragione credo che sia stata  anche la mia cassa audio lauto gli auricolari il pos il mouse la tastiera la fototrappola chissà che effetti sul loro corpo
195	Non esiste alcun covid , non e' mai esistito. Solo una banda di cagasotto che, seppur vaccinata, si e' presa l' influenza. Siete solo dei burattini, in mano alla Pfitzer	1.0	0.0	2023-09-05 17:10	non esiste alcun covid  non e mai esistito solo una banda di cagasotto che seppur vaccinata si e presa l influenza siete solo dei burattini in mano alla pfitzer	vaccinata	non esiste alcun covid  non e mai esistito solo una banda di cagasotto che seppur  si e presa l influenza siete solo dei burattini in mano alla pfitzer
210	Si spalleggiano tra loro, ma con il 95% della popolazione vaccinata, non riescono a dire a se stessi, pur dichiarandolo, che il #vaccino non serve a un cazzo!#Covid_19 https://t.co/G4vwSxlodO	1.0	0.0	2023-09-06 6:33	si spalleggiano tra loro ma con il  della popolazione vaccinata non riescono a dire a se stessi pur dichiarandolo che il vaccino non serve a un cazzocovid  	vaccinata	si spalleggiano tra loro ma con il  della popolazione  non riescono a dire a se stessi pur dichiarandolo che il vaccino non serve a un cazzocovid  
221	@Clabest2 @MarcoPeretti6 La reazione alla seconda dose è stata immediata poi è andata peggiorando dal 10 giorno, ricovero in terapia intensiva...Mio padre nessuna patologia...mamma diverse... paziente fragile...vaccinata in presenza di rianimatore.	1.0	1.0	2023-09-06 13:30	  la reazione alla seconda dose è stata immediata poi è andata peggiorando dal  giorno ricovero in terapia intensivamio padre nessuna patologiamamma diverse paziente fragilevaccinata in presenza di rianimatore	vaccinata	  la reazione alla seconda dose è stata immediata poi è andata peggiorando dal  giorno ricovero in terapia intensivamio padre nessuna patologiamamma diverse paziente fragile in presenza di rianimatore
233	"@Diana90907748 @Stefaniaboh_ Oh ma calmati, almeno ti sei chiesta se sono vaccinata o no prima di dire "" vi siete?!  ???????"	1.0	0.0	2023-09-07 20:40	  oh ma calmati almeno ti sei chiesta se sono vaccinata o no prima di dire  vi siete  	vaccinata	  oh ma calmati almeno ti sei chiesta se sono  o no prima di dire  vi siete  
242	Follia delle vaccinazioni . Jill Biden ultra vaccinata ha il COVID e il Presidente Biden gira con la mascherina .	1.0	0.0	2023-09-08 11:47	follia delle vaccinazioni  jill biden ultra vaccinata ha il covid e il presidente biden gira con la mascherina 	vaccinata	follia delle vaccinazioni  jill biden ultra  ha il covid e il presidente biden gira con la mascherina 
243	@PBerizzi @repubblica Omofoba no gender ma tu ti devi vergognare quando parli della Dottoressa De Mari è stata sospesa perché non si è vaccinata ti devi sciacquare la bocca con l'acido muriatico	1.0	0.0	2023-09-08 13:26	  omofoba no gender ma tu ti devi vergognare quando parli della dottoressa de mari è stata sospesa perché non si è vaccinata ti devi sciacquare la bocca con lacido muriatico	vaccinata	  omofoba no gender ma tu ti devi vergognare quando parli della dottoressa de mari è stata sospesa perché non si è  ti devi sciacquare la bocca con lacido muriatico
246	@paoloV7206 @FratellidItalia Non ti preoccupare, sono adulta vaccinata ( numerose volte ) e pure, responsabile...fai gli affari tuoi che ai miei, ci penso io. Vai tranquillo e fidati??	1.0	0.0	2023-09-08 16:58	  non ti preoccupare sono adulta vaccinata  numerose volte  e pure responsabilefai gli affari tuoi che ai miei ci penso io vai tranquillo e fidati	vaccinata	  non ti preoccupare sono adulta   numerose volte  e pure responsabilefai gli affari tuoi che ai miei ci penso io vai tranquillo e fidati
247	@DavideTaddei6 @paglialunga00 Ma di che ti preoccupi  ho già detto che sono adulta, vaccinata (parecchie volte) e responsabile. Se non ti va bene ciò nche scrivo, fai una bella cosa, non leggermi.Che problema c'è!?? Tanto, non mi convincerai mai con le tue lagne, tranquillo e datti una calmata??	1.0	0.0	2023-09-08 18:24	  ma di che ti preoccupi  ho già detto che sono adulta vaccinata parecchie volte e responsabile se non ti va bene ciò nche scrivo fai una bella cosa non leggermiche problema cè tanto non mi convincerai mai con le tue lagne tranquillo e datti una calmata	vaccinata	  ma di che ti preoccupi  ho già detto che sono adulta  parecchie volte e responsabile se non ti va bene ciò nche scrivo fai una bella cosa non leggermiche problema cè tanto non mi convincerai mai con le tue lagne tranquillo e datti una calmata
257	@PhdDavide Sono tutti vaccinati suppongo. Premetto che sono vaccinata pure io e tridosata. Ma ci sono troppe morti improvvise e tumori in accelerazione. Quindi se vaccinati sono morti per covid, a cosa serve vaccinarsi?	1.0	1.0	2023-09-09 9:29	 sono tutti vaccinati suppongo premetto che sono vaccinata pure io e tridosata ma ci sono troppe moi improvvise e tumori in accelerazione quindi se vaccinati sono moi per covid  a cosa serve vaccinarsi	vaccinata	 sono tutti vaccinati suppongo premetto che sono  pure io e tridosata ma ci sono troppe moi improvvise e tumori in accelerazione quindi se vaccinati sono moi per covid  a cosa serve vaccinarsi
262	@lindaeCiaoCiao @Misurelli77 Non sei vaccinata?	1.0	0.0	2023-09-09 13:36	  non sei vaccinata	vaccinata	  non sei 
265	@Lorenzo32843904 dico che sei un pirlone! spiegami come mai, visto che il 90% della popolazione italiana è vaccinata contro il covid,  si ammalano e muoiono solo i vaccinati?	1.0	1.0	2023-09-09 15:01	 dico che sei un pirlone spiegami come mai visto che il  della popolazione italiana è vaccinata contro il covid   si ammalano e muoiono solo i vaccinati	vaccinata	 dico che sei un pirlone spiegami come mai visto che il  della popolazione italiana è  contro il covid   si ammalano e muoiono solo i vaccinati
271	@luigivanti Bè hai sbagliato tu di che t lamenti? Mo sei pure la vittima? Io sono stata imbruttita e la gente non saliva in ascensore dopo d me perché tornavo da turni d 12-15 h no stop in ospedale. Trattata come medico appestata e vaccinata.	1.0	0.0	2023-09-09 22:06	 bè hai sbagliato tu di che t lamenti mo sei pure la vittima io sono stata imbruttita e la gente non saliva in ascensore dopo d me perché tornavo da turni d  h no stop in ospedale trattata come medico appestata e vaccinata	vaccinata	 bè hai sbagliato tu di che t lamenti mo sei pure la vittima io sono stata imbruttita e la gente non saliva in ascensore dopo d me perché tornavo da turni d  h no stop in ospedale trattata come medico appestata e 
279	@2Ftcrlqqf Avrebbero fatto prima a dirle che aveva il Covid e intubarlacosì avrebbero detto che era morta perché non si era vaccinata	1.0	1.0	2023-09-10 7:25	 avrebbero fatto prima a dirle che aveva il covid e intubarlacosì avrebbero detto che era moa perché non si era vaccinata	vaccinata	 avrebbero fatto prima a dirle che aveva il covid e intubarlacosì avrebbero detto che era moa perché non si era 
282	@m_ccini @barbarab1974 per voi sono tutti dementi. Vi ritengo altrettanto pericolosi dei plurivaccinati. Avete una dose di cattiveria in corpo, che spaventa. Non sono vaccinata, piuttosto mi sono fatta sospendere, ma voi mi spaventate altrettanto.	1.0	0.0	2023-09-10 10:36	  per voi sono tutti dementi vi ritengo altrettanto pericolosi dei plurivaccinati avete una dose di cattiveria in corpo che spaventa non sono vaccinata piuttosto mi sono fatta sospendere ma voi mi spaventate altrettanto	vaccinata	  per voi sono tutti dementi vi ritengo altrettanto pericolosi dei plurivaccinati avete una dose di cattiveria in corpo che spaventa non sono  piuttosto mi sono fatta sospendere ma voi mi spaventate altrettanto
284	@Plainsboro2012 @Luciano__A @FmMosca @MinisteroSalute Io mi sono vaccinata persino per delle allergie che avevo, non ho fatto solo quello per il Covid, perché non è un vaccino, i vaccini non sono a puntate e immunizzano, non hanno immunizzato nessuno, i nu ti li, ma ricchi di incognite.	1.0	0.0	2023-09-10 11:41	    io mi sono vaccinata persino per delle allergie che avevo non ho fatto solo quello per il covid  perché non è un vaccino i vaccini non sono a puntate e immunizzano non hanno immunizzato nessuno i nu ti li ma ricchi di incognite	vaccinata	    io mi sono  persino per delle allergie che avevo non ho fatto solo quello per il covid  perché non è un vaccino i vaccini non sono a puntate e immunizzano non hanno immunizzato nessuno i nu ti li ma ricchi di incognite
288	@drndbl @mentecritica Io ho fatto tutte le dosi e l'ho preso a luglio?? contagiando tutta la famiglia (vaccinata). E pensare che il lock down me lo sono fatta andando sempre a lavorare.Nel 20 che nel 21 ho viaggiato, preso aerei. Spero abbiano aggiornato i vaccini. Sicuramente non i protocolli.??	1.0	0.0	2023-09-10 18:10	  io ho fatto tutte le dosi e lho preso a luglio contagiando tutta la famiglia vaccinata e pensare che il lock down me lo sono fatta andando sempre a lavorarenel  che nel  ho viaggiato preso aerei spero abbiano aggiornato i vaccini sicuramente non i protocolli	vaccinata	  io ho fatto tutte le dosi e lho preso a luglio contagiando tutta la famiglia  e pensare che il lock down me lo sono fatta andando sempre a lavorarenel  che nel  ho viaggiato preso aerei spero abbiano aggiornato i vaccini sicuramente non i protocolli
299	@Cambiacasacca Ah! Quindi non vacciniamo più neonati inconsapevoli? Sei fortunato, la maggioranza si è vaccinata per evitare di rivivere il 2020. Ma tanto non ci arrivi	1.0	0.0	2023-09-11 9:41	 ah quindi non vacciniamo più neonati inconsapevoli sei founato la maggioranza si è vaccinata per evitare di rivivere il  ma tanto non ci arrivi	vaccinata	 ah quindi non vacciniamo più neonati inconsapevoli sei founato la maggioranza si è  per evitare di rivivere il  ma tanto non ci arrivi
303	@matt7gh Ma tu pensi che veramente Selvaggia si è vaccinata? Io ho i miei seri dubbi...	1.0	0.0	2023-09-11 17:01	 ma tu pensi che veramente selvaggia si è vaccinata io ho i miei seri dubbi	vaccinata	 ma tu pensi che veramente selvaggia si è  io ho i miei seri dubbi
305	@Bgbarby0 @h1csuntleones @EmaEuropeo Vaccinata?	1.0	0.0	2023-09-11 18:18	   vaccinata	vaccinata	   
311	@Ca_ilmitico Mia madre è non vaccinata	1.0	0.0	2023-09-11 20:41	 mia madre è non vaccinata	vaccinata	 mia madre è non 
314	@AnnaCatwomen76 Se sei Non vaccinata la prima a non mettere etichette devi essere tu!	1.0	0.0	2023-09-12 7:58	 se sei non vaccinata la prima a non mettere etichette devi essere tu	vaccinata	 se sei non  la prima a non mettere etichette devi essere tu
315	Fatemi scommettere: si è vaccinata..!!!	1.0	0.0	2023-09-12 8:13	fatemi scommettere si è vaccinata	vaccinata	fatemi scommettere si è 
350	@Affo1Affori Le 'evidenzio' che OGGI (dopo 3 anni di DATI) sappiamo che le misure restrittive ed il ricatto vaccinale, oltre alla profilassi, sono stati INUTILI per contrastare il virus. In Italia si ha avuto il record di contagiati e di morti, con il 90% della popolazione vaccinata.	1.0	1.0	2023-09-13 4:14	 le evidenzio che oggi dopo  anni di dati sappiamo che le misure restrittive ed il ricatto vaccinale oltre alla profilassi sono stati inutili per contrastare il virus in italia si ha avuto il record di contagiati e di moi con il  della popolazione vaccinata	vaccinata	 le evidenzio che oggi dopo  anni di dati sappiamo che le misure restrittive ed il ricatto vaccinale oltre alla profilassi sono stati inutili per contrastare il virus in italia si ha avuto il record di contagiati e di moi con il  della popolazione 
351	@Giacomofab93 @Zer0_NGO @giusbrindisi Appunto a distanza di un anno gli anticorpi decadono, sia che tu ti sia vaccinato con l'anti influenzale che nonE ogni anno ci si ammala sia che tu ti sia vaccinato che non.E la gente prima del 2020 moriva di influenza sia che si fosse vaccinata che non.	1.0	1.0	2023-09-13 4:21	   appunto a distanza di un anno gli anticorpi decadono sia che tu ti sia vaccinato con lanti influenzale che none ogni anno ci si ammala sia che tu ti sia vaccinato che none la gente prima del  moriva di influenza sia che si fosse vaccinata che non	vaccinata	   appunto a distanza di un anno gli anticorpi decadono sia che tu ti sia vaccinato con lanti influenzale che none ogni anno ci si ammala sia che tu ti sia vaccinato che none la gente prima del  moriva di influenza sia che si fosse  che non
366	@yenisey74 Era vaccinata contro la polio?	1.0	0.0	2023-09-14 5:12	 era vaccinata contro la polio	vaccinata	 era  contro la polio
