	Content	Vaccine content	Vaccine safety	date	text_clean	Filter	text_wo_filter_word	text_wo_stopwords_or_filters
2	RT @BigBadDenis: Scientists discover antibodies that can fight off all strains of COVID.??The newly found E7 antibody works against even 'newest Omicron subvariants'??The new findings bring hope that a 'universal coronavirus vaccine' is 'achievable'Source: https://t.co/rQOGNyopSI	1.0	0.0	2023-08-01 11:39	  scientists discover antibodies that can fight off all strains of covid the newly found e antibody works against even newest omicron subvariantsthe new findings bring hope that a universal coronavirus vaccine  is achievablesource 	coronavirus vaccine	  scientists discover antibodies that can fight off all strains of covid the newly found e antibody works against even newest omicron subvariantsthe new findings bring hope that a universal   is achievablesource 	scientists discover antibodies fight strains covid newly found e antibody works even newest omicron subvariantsthe new findings bring hope universal achievablesource
4	RT @backtolife_2023: A 'universal coronavirus vaccine'? Fair enough. But come back to me in five years time, when you've actually done some rigorous testing  that goes beyond a cage full of mice, and have data that is peer reviewed by experts that aren't on the payroll.	1.0	0.0	2023-08-01 14:47	  a universal coronavirus vaccine  fair enough but come back to me in five years time when youve actually done some rigorous testing  that goes beyond a cage full of mice and have data that is peer reviewed by expes that arent on the payroll	coronavirus vaccine	  a universal   fair enough but come back to me in five years time when youve actually done some rigorous testing  that goes beyond a cage full of mice and have data that is peer reviewed by expes that arent on the payroll	universal fair enough come back five years time youve actually done rigorous testing goes beyond cage full mice data peer reviewed expes arent payroll
6	2020A Flu-like pandemic arrivesThe Flu disappears2021A first-ever Coronavirus Vaccine is given to 4 Billion people202295% of 'COVID' deaths in the UK are amongst the vaccinatedFlu is back2023The UK records highest levels of excess death at any time over the 'pandemic' https://t.co/gRozOo5evW	1.0	1.0	2023-08-01 16:20	a flulike pandemic arrivesthe flu disappearsa firstever coronavirus vaccine is given to  billion people of covid  deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	coronavirus vaccine	a flulike pandemic arrivesthe flu disappearsa firstever  is given to  billion people of covid  deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	flulike pandemic arrivesthe flu disappearsa firstever given billion people covid deaths uk amongst vaccinatedflu backthe uk records highest levels excess death time pandemic
13	UK Government coerced and mandated 50 million Brits to take an experiment injection in 2021We have spent the next 2 years in constant excess-death I mean, it's not rocket science, is it sheeple??	1.0	1.0	2023-08-01 16:42	uk government coerced and mandated  million brits to take an experiment injection in we have spent the next  years in constant excessdeath i mean its not rocket science is it sheeple	coronavirus vaccine	uk government coerced and mandated  million brits to take an experiment injection in we have spent the next  years in constant excessdeath i mean its not rocket science is it sheeple	uk government coerced mandated million brits take experiment injection spent next years constant excessdeath mean rocket science sheeple
18	RT @TheRustler83: 2020A Flu-like pandemic arrivesThe Flu disappears2021A first-ever Coronavirus Vaccine is given to 4 Billion people202295% of 'COVID' deaths in the UK are amongst the vaccinatedFlu is back2023The UK records highest levels of excess death at any time over the 'pandemic' https://t.co/gRozOo5evW	1.0	1.0	2023-08-01 17:18	  a flulike pandemic arrivesthe flu disappearsa firstever coronavirus vaccine is given to  billion people of covid  deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	coronavirus vaccine	  a flulike pandemic arrivesthe flu disappearsa firstever  is given to  billion people of covid  deaths in the uk are amongst the vaccinatedflu is backthe uk records highest levels of excess death at any time over the pandemic 	flulike pandemic arrivesthe flu disappearsa firstever given billion people covid deaths uk amongst vaccinatedflu backthe uk records highest levels excess death time pandemic
31	"RT @Dakota_150: ""Long Vax"" (Coronavirus Vaccine-Induced Injury) Starting to Make Inroads in the Medical Community""The number of long-vax patients showing up in doctors' offices, however, has made ignoring the issue increasingly difficult.https://t.co/9joV74baGb"	1.0	0.0	2023-08-01 19:51	  long vax  coronavirus vaccine nduced injury staing to make inroads in the medical communitythe number of longvax patients showing up in doctors offices however has made ignoring the issue increasingly difficult	coronavirus vaccine	  long vax   nduced injury staing to make inroads in the medical communitythe number of longvax patients showing up in doctors offices however has made ignoring the issue increasingly difficult	long vax nduced injury staing make inroads medical communitythe number longvax patients showing doctors offices however made ignoring issue increasingly difficult
37	"RT @SunderlandLolly: Good news ?? but in UK our govt won't allow vast majority of us access to vax we already have unless over 75!""Scientists discover variant-proof antibodies that neutralise every strain of #Covid &amp; hope that a universal coronavirus vaccine is achievable"". https://t.co/51lylmdZkR"	1.0	0.0	2023-08-02 5:49	  good news  but in uk our govt wont allow vast majority of us access to vax we already have unless over scientists discover variantproof antibodies that neutralise every strain of covid  hope that a universal coronavirus vaccine is achievable 	coronavirus vaccine	  good news  but in uk our govt wont allow vast majority of us access to vax we already have unless over scientists discover variantproof antibodies that neutralise every strain of covid  hope that a universal  is achievable 	good news uk govt wont allow vast majority us access vax already unless scientists discover variantproof antibodies neutralise every strain covid hope universal achievable
39	"""Long Vax"" (Coronavirus Vaccine-Induced Injury) Starting to Make Inroads in the Medical Community https://t.co/bLjJJC7pXs"	1.0	1.0	2023-08-02 6:16	long vax  coronavirus vaccine nduced injury staing to make inroads in the medical community 	coronavirus vaccine	long vax   nduced injury staing to make inroads in the medical community 	long vax nduced injury staing make inroads medical community
42	"RT @CortJohnson: ""Long Vax"" (Coronavirus Vaccine-Induced Injury) Starting to Make Inroads in the Medical Community #MECFS #longCOVID https://t.co/iD1wqPk6LE"	1.0	1.0	2023-08-02 22:05	  long vax  coronavirus vaccine nduced injury staing to make inroads in the medical community mecfs longcovid 	coronavirus vaccine	  long vax   nduced injury staing to make inroads in the medical community mecfs longcovid 	long vax nduced injury staing make inroads medical community mecfs longcovid
46	Anti vaxxers seem upset that the government is planning vaccines for even more deadly pandemics. It's ok though, they can just die if they don't want it.*the Oxford vaccine came out quickly as they were already working on a coronavirus vaccine and it saved millions of lives.	1.0	0.0	2023-08-07 7:59	anti vax ers seem upset that the government is planning vaccine  for even more deadly pandemics its ok though they can just die if they dont want itthe oxford vaccine came out quickly as they were already working on a coronavirus vaccine and it saved millions of lives	coronavirus vaccine	anti vax ers seem upset that the government is planning vaccine  for even more deadly pandemics its ok though they can just die if they dont want itthe oxford vaccine came out quickly as they were already working on a  and it saved millions of lives	anti vax ers seem upset government planning vaccine even deadly pandemics ok though die dont want itthe oxford vaccine came quickly already working saved millions lives
